CATEGORY,MEASURE,SHORT_NAME,START_YEAR,END_YEAR,DC_block group,DC_county,DC_tract,MD_block group,MD_county,MD_tract,VA_ahec region,VA_block group,VA_civic association,VA_county,VA_health district,VA_planning district,VA_supervisor district,VA_tract,VA_zip code
business_climate,NAICS22_Herfindalh_Hirschman_index,Herfindalh Hirschman Index in Utilities,2010,2020,,X,,,X,,,,,X,,,,,
business_climate,NAICS23_Herfindalh_Hirschman_index,Herfindalh Hirschman Index in Construction,2010,2020,,X,,,X,,,,,X,,,,,
business_climate,NAICS31_33_Herfindalh_Hirschman_index,Herfindalh Hirschman Index in Manufacturing,2010,2020,,X,,,X,,,,,X,,,,,
business_climate,NAICS42_Herfindalh_Hirschman_index,Herfindalh Hirschman Index in Wholesale Trade,2010,2020,,X,,,X,,,,,X,,,,,
business_climate,NAICS44_45_Herfindalh_Hirschman_index,Herfindalh Hirschman Index in Retail Trade,2010,2020,,X,,,X,,,,,X,,,,,
business_climate,NAICS48_49_Herfindalh_Hirschman_index,Herfindalh Hirschman Index in Transportation and Warehousing,2010,2020,,X,,,X,,,,,X,,,,,
business_climate,NAICS51_Herfindalh_Hirschman_index,Herfindalh Hirschman Index in Information,2010,2020,,X,,,X,,,,,X,,,,,
business_climate,NAICS52_Herfindalh_Hirschman_index,Herfindalh Hirschman Index in Finance and Insurance,2010,2020,,X,,,X,,,,,X,,,,,
business_climate,NAICS53_Herfindalh_Hirschman_index,Herfindalh Hirschman Index in Real Estate and Rental and Leasing,2010,2020,,X,,,X,,,,,X,,,,,
business_climate,NAICS54_Herfindalh_Hirschman_index,"Herfindalh Hirschman Index in Professional, Scientific, and Technical Services",2010,2020,,X,,,X,,,,,X,,,,,
business_climate,NAICS55_Herfindalh_Hirschman_index,Herfindalh Hirschman Index in Management of Companies and Enterprises,2010,2020,,X,,,X,,,,,X,,,,,
business_climate,NAICS56_Herfindalh_Hirschman_index,Herfindalh Hirschman Index in Administrative and Support and Waste Management and Remediation Services,2010,2020,,X,,,X,,,,,X,,,,,
business_climate,NAICS61_Herfindalh_Hirschman_index,Herfindalh Hirschman Index in Educational Services,2010,2020,,X,,,X,,,,,X,,,,,
business_climate,NAICS62_Herfindalh_Hirschman_index,Herfindalh Hirschman Index in Health Care and Social Assistance,2010,2020,,X,,,X,,,,,X,,,,,
business_climate,NAICS71_Herfindalh_Hirschman_index,"Herfindalh Hirschman Index in Arts, Entertainment, and Recreation",2010,2020,,X,,,X,,,,,X,,,,,
business_climate,NAICS72_Herfindalh_Hirschman_index,Herfindalh Hirschman Index in Accommodation and Food Services,2010,2020,,X,,,X,,,,,X,,,,,
business_climate,NAICS81_Herfindalh_Hirschman_index,Herfindalh Hirschman Index in Other Services (except Public Administration),2010,2020,,X,,,X,,,,,X,,,,,
business_climate,NAICS92_Herfindalh_Hirschman_index,Herfindalh Hirschman Index in Public Administration,2010,2020,,X,,,X,,,,,X,,,,,
business_climate,NAICS99_Herfindalh_Hirschman_index,Herfindalh Hirschman Index in Nonclassifiable Establishments,2010,2020,,X,,,X,,,,,X,,,,,
business_climate,NAICS99_business_create_job,Businesses Creating Jobs in Nonclassifiable Establishments,2011,2020,,,,,,,,X,,X,,,,X,
business_climate,NAICS99_job_creation_new,Jobs Created by New Businesses in Nonclassifiable Establishments,2011,2020,,,,,,,,X,,X,,,,X,
business_climate,NAICS99_job_creation_active,Jobs Created by Active Businesses in Nonclassifiable Establishments,2011,2020,,,,,,,,X,,X,,,,X,
business_climate,NAICS99_total_job_creation,Total Jobs Created in Nonclassifiable Establishments,2011,2020,,,,,,,,X,,X,,,,X,
business_climate,NAICS22_business_create_job,Businesses Creating Jobs in Utilities,2011,2020,,,,,,,,X,,X,,,,X,
business_climate,NAICS22_job_creation_new,Jobs Created by New Businesses in Utilities,2011,2020,,,,,,,,X,,X,,,,X,
business_climate,NAICS22_job_creation_active,Jobs Created by Active Businesses in Utilities,2011,2020,,,,,,,,X,,X,,,,X,
business_climate,NAICS22_total_job_creation,Total Jobs Created in Utilities,2011,2020,,,,,,,,X,,X,,,,X,
business_climate,NAICS21_business_create_job,"Businesses Creating Jobs in Mining, Quarrying, and Oil and Gas Extraction",2011,2019,,,,,,,,X,,X,,,,X,
business_climate,NAICS21_job_creation_new,"Jobs Created by New Businesses in Mining, Quarrying, and Oil and Gas Extraction",2011,2019,,,,,,,,X,,X,,,,X,
business_climate,NAICS21_job_creation_active,"Jobs Created by Active Businesses in Mining, Quarrying, and Oil and Gas Extraction",2011,2019,,,,,,,,X,,X,,,,X,
business_climate,NAICS21_total_job_creation,"Total Jobs Created in Mining, Quarrying, and Oil and Gas Extraction",2011,2019,,,,,,,,X,,X,,,,X,
business_climate,NAICS21_perc_job_creation_new,"New Businesses Job Creation Rate in Mining, Quarrying, and Oil and Gas Extraction",2011,2019,,,,,,,,X,,X,,,,X,
business_climate,NAICS21_perc_job_creation_active,"Active Businesses Job Creation Rate in Mining, Quarrying, and Oil and Gas Extraction",2011,2019,,,,,,,,X,,X,,,,X,
business_climate,NAICS99_perc_job_destruction_exit,Closed Businesses Job Destruction Rate in Nonclassifiable Establishments,2015,2019,,,,,,,,X,,X,,,,X,
business_climate,NAICS99_perc_job_destruction_active,Active Businesses Job Destruction Rate in Nonclassifiable Establishments,2015,2019,,,,,,,,X,,X,,,,X,
business_climate,NAICS22_business_destruction_job,Businesses Eliminating Jobs in Utilities,2014,2019,,,,,,,,X,,X,,,,X,
business_climate,NAICS22_job_destruction_exit,Jobs Eliminated by Closed Businesses in Utilities,2014,2019,,,,,,,,X,,X,,,,X,
business_climate,NAICS22_job_destruction_active,Jobs Eliminated by Active Businesses in Utilities,2014,2019,,,,,,,,X,,X,,,,X,
business_climate,NAICS22_total_job_destruction,Total Jobs Eliminated in Utilities,2014,2019,,,,,,,,X,,X,,,,X,
business_climate,NAICS22_perc_job_destruction_exit,Closed Businesses Job Destruction Rate in Utilities,2014,2019,,,,,,,,X,,X,,,,X,
business_climate,NAICS22_perc_job_destruction_active,Active Businesses Job Destruction Rate in Utilities,2014,2019,,,,,,,,X,,X,,,,X,
business_climate,NAICS21_business_destruction_job,"Businesses Eliminating Jobs in Mining, Quarrying, and Oil and Gas Extraction",2014,2019,,,,,,,,X,,X,,,,X,
business_climate,NAICS21_job_destruction_exit,"Jobs Eliminated by Closed Businesses in Mining, Quarrying, and Oil and Gas Extraction",2014,2019,,,,,,,,X,,X,,,,X,
business_climate,NAICS21_job_destruction_active,"Jobs Eliminated by Active Businesses in Mining, Quarrying, and Oil and Gas Extraction",2014,2019,,,,,,,,X,,X,,,,X,
business_climate,NAICS21_total_job_destruction,"Total Jobs Eliminated in Mining, Quarrying, and Oil and Gas Extraction",2014,2019,,,,,,,,X,,X,,,,X,
business_climate,NAICS21_perc_job_destruction_exit,"Closed Businesses Job Destruction Rate in Mining, Quarrying, and Oil and Gas Extraction",2014,2019,,,,,,,,X,,X,,,,X,
business_climate,NAICS21_perc_job_destruction_active,"Active Businesses Job Destruction Rate in Mining, Quarrying, and Oil and Gas Extraction",2014,2019,,,,,,,,X,,X,,,,X,
business_climate,business_create_job,Businesses Creating Jobs ,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,job_creation_new,Jobs Created by New Businesses ,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,job_creation_active,Jobs Created by Active Businesses ,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,total_job_creation,Total Jobs Created ,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,perc_job_creation_new,New Businesses Job Creation Rate ,2011,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,perc_job_creation_active,Active Businesses Job Creation Rate ,2011,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,business_destruction_job,Businesses Eliminating Jobs ,2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,job_destruction_exit,Jobs Eliminated by Closed Businesses ,2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,job_destruction_active,Jobs Eliminated by Active Businesses ,2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,total_job_destruction,Total Jobs Eliminated ,2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,perc_job_destruction_exit,Closed Businesses Job Destruction Rate ,2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,perc_job_destruction_active,Active Businesses Job Destruction Rate ,2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,total_employment,Total Employment ,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,non_minority_owned_business_create_job,Businesses Creating Jobs (non-minority-owned),2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,non_minority_owned_job_creation_new,Jobs Created by New Businesses (non-minority-owned),2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,non_minority_owned_job_creation_active,Jobs Created by Active Businesses (non-minority-owned),2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,non_minority_owned_total_job_creation,Total Jobs Created (non-minority-owned),2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,non_minority_owned_perc_job_creation_new,New Businesses Job Creation Rate (non-minority-owned),2011,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,non_minority_owned_perc_job_creation_active,Active Businesses Job Creation Rate (non-minority-owned),2011,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,minority_owned_business_create_job,Businesses Creating Jobs (minority-owned),2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,minority_owned_job_creation_new,Jobs Created by New Businesses (minority-owned),2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,minority_owned_job_creation_active,Jobs Created by Active Businesses (minority-owned),2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,minority_owned_total_job_creation,Total Jobs Created (minority-owned),2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,minority_owned_perc_job_creation_new,New Businesses Job Creation Rate (minority-owned),2011,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,minority_owned_perc_job_creation_active,Active Businesses Job Creation Rate (minority-owned),2011,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,non_minority_owned_business_destruction_job,Businesses Eliminating Jobs (non-minority-owned),2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,non_minority_owned_job_destruction_exit,Jobs Eliminated by Closed Businesses (non-minority-owned),2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,non_minority_owned_job_destruction_active,Jobs Eliminated by Active Businesses (non-minority-owned),2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,non_minority_owned_total_job_destruction,Total Jobs Eliminated (non-minority-owned),2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,non_minority_owned_perc_job_destruction_exit,Closed Businesses Job Destruction Rate (non-minority-owned),2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,non_minority_owned_perc_job_destruction_active,Active Businesses Job Destruction Rate (non-minority-owned),2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,minority_owned_business_destruction_job,Businesses Eliminating Jobs (minority-owned),2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,minority_owned_job_destruction_exit,Jobs Eliminated by Closed Businesses (minority-owned),2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,minority_owned_job_destruction_active,Jobs Eliminated by Active Businesses (minority-owned),2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,minority_owned_total_job_destruction,Total Jobs Eliminated (minority-owned),2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,minority_owned_perc_job_destruction_exit,Closed Businesses Job Destruction Rate (minority-owned),2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,minority_owned_perc_job_destruction_active,Active Businesses Job Destruction Rate (minority-owned),2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,non_minority_owned_total_employment,Total Employment (non-minority-owned),2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,minority_owned_total_employment,Total Employment (minority-owned),2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,total_cropland_acres,Total acreage for cropland,2022,2022,,,,,,,,,,X,,,,,
business_climate,total_irrigatedCropland_acre,Total acreage for irrigated cropland,2022,2022,,,,,,,,,,X,,,,,
business_climate,total_cropland_operations,Number of operations with cropland,2022,2022,,,,,,,,,,X,,,,,
business_climate,total_animal_expense,Total expenses towards animal industry,2022,2022,,,,,,,,,,X,,,,,
business_climate,fruit_treeNut_total_sales,Total sales of fruits and treenuts,2022,2022,,,,,,,,,,X,,,,,
business_climate,total_animalProducts_sales,Total sales of animal products,2022,2022,,,,,,,,,,X,,,,,
business_climate,total_calves_sales,Total sales of calves,2022,2022,,,,,,,,,,X,,,,,
business_climate,total_commodity_sales,Total sales of commodities,2022,2022,,,,,,,,,,X,,,,,
business_climate,total_farmValue,Total sales of calves,2022,2022,,,,,,,,,,X,,,,,
business_climate,operation_farmValue,Total sales of calves,2022,2022,,,,,,,,,,X,,,,,
business_climate,total_acres,Total acres in agriculture,2017,2017,,,,,,,,,,X,,,,,
business_climate,total_operations,Total operations in agriculture,2017,2017,,,,,,,,,,X,,,,,
business_climate,total_cropland_acres,Total acreage for cropland,2017,2017,,,,,,,,,,X,,,,,
business_climate,total_irrigatedCropland_acre,Total acreage for irrigated cropland,2017,2017,,,,,,,,,,X,,,,,
business_climate,total_cropland_operations,Number of operations with cropland,2017,2017,,,,,,,,,,X,,,,,
business_climate,total_animal_expense,Total expenses towards animal industry,2017,2017,,,,,,,,,,X,,,,,
business_climate,fruit_treeNut_total_sales,Total sales of fruits and treenuts,2017,2017,,,,,,,,,,X,,,,,
business_climate,total_animalProducts_sales,Total sales of animal products,2017,2017,,,,,,,,,,X,,,,,
business_climate,total_calves_sales,Total sales of calves,2017,2017,,,,,,,,,,X,,,,,
business_climate,total_commodity_sales,Total sales of commodities,2017,2017,,,,,,,,,,X,,,,,
business_climate,total_farmValue,Total sales of calves,2017,2017,,,,,,,,,,X,,,,,
business_climate,operation_farmValue,Total sales of calves,2017,2017,,,,,,,,,,X,,,,,
business_climate,NAICS11_new_business,"New Businesses in Agriculture, Forestry, Fishing and Hunting",2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS11_entry_rate,"Entry Rate in Agriculture, Forestry, Fishing and Hunting",2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS23_new_business,New Businesses in Construction,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS23_entry_rate,Entry Rate in Construction,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS31_33_new_business,New Businesses in Manufacturing,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS31_33_entry_rate,Entry Rate in Manufacturing,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS42_new_business,New Businesses in Wholesale Trade,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS42_entry_rate,Entry Rate in Wholesale Trade,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS44_45_new_business,New Businesses in Retail Trade,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS44_45_entry_rate,Entry Rate in Retail Trade,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS48_49_new_business,New Businesses in Transportation and Warehousing,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS48_49_entry_rate,Entry Rate in Transportation and Warehousing,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS51_new_business,New Businesses in Information,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS51_entry_rate,Entry Rate in Information,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS52_new_business,New Businesses in Finance and Insurance,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS52_entry_rate,Entry Rate in Finance and Insurance,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS53_new_business,New Businesses in Real Estate and Rental and Leasing,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS53_entry_rate,Entry Rate in Real Estate and Rental and Leasing,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS54_new_business,"New Businesses in Professional, Scientific, and Technical Services",2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS54_entry_rate,"Entry Rate in Professional, Scientific, and Technical Services",2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS56_new_business,New Businesses in Administrative and Support and Waste Management and Remediation Services,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS56_entry_rate,Entry Rate in Administrative and Support and Waste Management and Remediation Services,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS61_new_business,New Businesses in Educational Services,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS61_entry_rate,Entry Rate in Educational Services,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS62_new_business,New Businesses in Health Care and Social Assistance,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS62_entry_rate,Entry Rate in Health Care and Social Assistance,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS71_new_business,"New Businesses in Arts, Entertainment, and Recreation",2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS71_entry_rate,"Entry Rate in Arts, Entertainment, and Recreation",2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS72_new_business,New Businesses in Accommodation and Food Services,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS72_entry_rate,Entry Rate in Accommodation and Food Services,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS81_new_business,New Businesses in Other Services (except Public Administration),2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS81_entry_rate,Entry Rate in Other Services (except Public Administration),2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS99_new_business,New Businesses in Nonclassifiable Establishments,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS99_entry_rate,Entry Rate in Nonclassifiable Establishments,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS21_new_business,"New Businesses in Mining, Quarrying, and Oil and Gas Extraction",2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS21_entry_rate,"Entry Rate in Mining, Quarrying, and Oil and Gas Extraction",2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS22_new_business,New Businesses in Utilities,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS22_entry_rate,Entry Rate in Utilities,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS55_new_business,New Businesses in Management of Companies and Enterprises,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS55_entry_rate,Entry Rate in Management of Companies and Enterprises,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS92_new_business,New Businesses in Public Administration,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS92_entry_rate,Entry Rate in Public Administration,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS11_exit_business,"Closed Businesses in Agriculture, Forestry, Fishing and Hunting",2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS11_exit_rate,"Exit Rate in Agriculture, Forestry, Fishing and Hunting",2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS23_exit_business,Closed Businesses in Construction,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS23_exit_rate,Exit Rate in Construction,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS31_33_exit_business,Closed Businesses in Manufacturing,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS31_33_exit_rate,Exit Rate in Manufacturing,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS42_exit_business,Closed Businesses in Wholesale Trade,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS42_exit_rate,Exit Rate in Wholesale Trade,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS44_45_exit_business,Closed Businesses in Retail Trade,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS44_45_exit_rate,Exit Rate in Retail Trade,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS48_49_exit_business,Closed Businesses in Transportation and Warehousing,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS48_49_exit_rate,Exit Rate in Transportation and Warehousing,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS51_exit_business,Closed Businesses in Information,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS51_exit_rate,Exit Rate in Information,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS52_exit_business,Closed Businesses in Finance and Insurance,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS52_exit_rate,Exit Rate in Finance and Insurance,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS53_exit_business,Closed Businesses in Real Estate and Rental and Leasing,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS53_exit_rate,Exit Rate in Real Estate and Rental and Leasing,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS54_exit_business,"Closed Businesses in Professional, Scientific, and Technical Services",2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS54_exit_rate,"Exit Rate in Professional, Scientific, and Technical Services",2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS56_exit_business,Closed Businesses in Administrative and Support and Waste Management and Remediation Services,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS56_exit_rate,Exit Rate in Administrative and Support and Waste Management and Remediation Services,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS61_exit_business,Closed Businesses in Educational Services,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS61_exit_rate,Exit Rate in Educational Services,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS62_exit_business,Closed Businesses in Health Care and Social Assistance,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS62_exit_rate,Exit Rate in Health Care and Social Assistance,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS71_exit_business,"Closed Businesses in Arts, Entertainment, and Recreation",2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS71_exit_rate,"Exit Rate in Arts, Entertainment, and Recreation",2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS72_exit_business,Closed Businesses in Accommodation and Food Services,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS72_exit_rate,Exit Rate in Accommodation and Food Services,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS81_exit_business,Closed Businesses in Other Services (except Public Administration),2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS81_exit_rate,Exit Rate in Other Services (except Public Administration),2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS99_exit_business,Closed Businesses in Nonclassifiable Establishments,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS99_exit_rate,Exit Rate in Nonclassifiable Establishments,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS21_exit_business,"Closed Businesses in Mining, Quarrying, and Oil and Gas Extraction",2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS21_exit_rate,"Exit Rate in Mining, Quarrying, and Oil and Gas Extraction",2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS22_exit_business,Closed Businesses in Utilities,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS22_exit_rate,Exit Rate in Utilities,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS55_exit_business,Closed Businesses in Management of Companies and Enterprises,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS55_exit_rate,Exit Rate in Management of Companies and Enterprises,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS92_exit_business,Closed Businesses in Public Administration,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS92_exit_rate,Exit Rate in Public Administration,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS11_number_business,"Total Businesses in Agriculture, Forestry, Fishing and Hunting",2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS23_number_business,Total Businesses in Construction,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS31_33_number_business,Total Businesses in Manufacturing,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS42_number_business,Total Businesses in Wholesale Trade,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS44_45_number_business,Total Businesses in Retail Trade,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS48_49_number_business,Total Businesses in Transportation and Warehousing,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS51_number_business,Total Businesses in Information,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS52_number_business,Total Businesses in Finance and Insurance,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS53_number_business,Total Businesses in Real Estate and Rental and Leasing,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS54_number_business,"Total Businesses in Professional, Scientific, and Technical Services",2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS56_number_business,Total Businesses in Administrative and Support and Waste Management and Remediation Services,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS61_number_business,Total Businesses in Educational Services,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS62_number_business,Total Businesses in Health Care and Social Assistance,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS71_number_business,"Total Businesses in Arts, Entertainment, and Recreation",2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS72_number_business,Total Businesses in Accommodation and Food Services,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS81_number_business,Total Businesses in Other Services (except Public Administration),2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS99_number_business,Total Businesses in Nonclassifiable Establishments,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS21_number_business,"Total Businesses in Mining, Quarrying, and Oil and Gas Extraction",2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS22_number_business,Total Businesses in Utilities,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS55_number_business,Total Businesses in Management of Companies and Enterprises,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
